"year","country","Biofuel Production - Daily Average","Biofuel Production - Oil Equivalent","Carbon Dioxide (CO2) Emmissions","Coal Consumption - Oil Equivalent","Coal Production","Coal Production - Oil Equivalent","Electricity Generation","Geothermal and Biomass Power Consumption","Geothermal and Biomass Power Consumption - Oil Equivalent","Geothermal Power Capacity","Hydroelectric Consumption","Hydroelectric Consumption - Oil Equivalent","Natural Gas Consumption","Natural Gas Consumption - Daily Average","Natural Gas Consumption - Oil Equivalent","Natural Gas Production","Natural Gas Production - Daily Average","Natural Gas Production - Oil Equivalent","Nuclear Power Consumption","Nuclear Power Consumption - Oil Equivalent","Oil Consumption","Oil Consumption - Daily Average","Oil Production","Oil Production - Daily Average","Oil Refinery Capacity","Oil Refinery Throughputs","Primary Energy Consumption - Oil Equivalent","Proved Natural Gas Reserves","Proved Oil Reserves","Solar Power Capacity","Solar Power Consumption","Solar Power Consumption - Oil Equivalent","Wind Power Capacity","Wind Power Consumption","Wind Power Consumption - Oil Equivalent"
1997,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82,80.75,NA,NA,NA,NA,0.31,NA,NA,NA,0,NA,NA
1998,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01,84.73,NA,NA,NA,NA,0.29,NA,NA,NA,3,NA,NA
1999,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,83.88,NA,NA,NA,NA,0.31,NA,NA,NA,11,NA,NA
2000,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,77.62,NA,NA,NA,NA,0.43,NA,NA,NA,11,NA,NA
2001,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,70.87,NA,NA,NA,NA,0.53,NA,NA,NA,11,NA,NA
2002,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,74.23,NA,NA,NA,NA,0.5,NA,NA,NA,19,NA,NA
2003,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,67.51,NA,NA,NA,NA,0.65,NA,NA,NA,28,NA,NA
2004,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,71.05,NA,NA,NA,NA,0.68,NA,NA,NA,28,NA,NA
2005,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,72.57,NA,NA,NA,NA,0.56,NA,NA,NA,28,NA,NA
2006,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,69.77,NA,NA,NA,NA,0.6,NA,NA,NA,28,NA,NA
2007,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,97.24,NA,NA,NA,NA,0.6,NA,NA,NA,28,NA,NA
2008,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,88.59,NA,NA,NA,NA,0.58,NA,NA,NA,62,NA,NA
2009,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,83.36,NA,NA,NA,NA,0.43,NA,NA,NA,160,NA,NA
2010,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,79.54,NA,NA,NA,NA,0.43,NA,NA,NA,247,NA,NA
2011,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,68.47,NA,NA,NA,NA,0.43,NA,NA,NA,277,NA,NA
2012,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,67.15,NA,NA,NA,NA,0.43,NA,NA,NA,277,NA,NA
2013,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,62.35,NA,NA,NA,NA,0.43,NA,NA,NA,305,NA,NA
1965,"Turkey",NA,NA,29.94,3.67,NA,NA,NA,0.1,0.02,NA,2.21,0.5,0,0,0,NA,NA,NA,0,0,5.02,96.42,NA,NA,96,NA,9.21,NA,NA,NA,0,0,NA,0,0
1966,"Turkey",NA,NA,30.13,4.08,NA,NA,NA,0.12,0.03,NA,2.38,0.54,0,0,0,NA,NA,NA,0,0,4.55,89.84,NA,NA,96,NA,9.2,NA,NA,NA,0,0,NA,0,0
1967,"Turkey",NA,NA,31.51,3.62,NA,NA,NA,0.17,0.04,NA,2.41,0.55,0,0,0,NA,NA,NA,0,0,5.59,110.03,NA,NA,120,NA,9.8,NA,NA,NA,0,0,NA,0,0
1968,"Turkey",NA,NA,35.13,3.94,NA,NA,NA,0.18,0.04,NA,3.24,0.73,0,0,0,NA,NA,NA,0,0,6.37,123.97,NA,NA,120,NA,11.08,NA,NA,NA,0,0,NA,0,0
1969,"Turkey",NA,NA,38.23,4.18,NA,NA,NA,0.18,0.04,NA,3.54,0.8,0,0,0,NA,NA,NA,0,0,7.06,137.58,NA,NA,204,NA,12.08,NA,NA,NA,0,0,NA,0,0
1970,"Turkey",NA,NA,41.97,4.62,NA,NA,NA,0.17,0.04,NA,3.09,0.7,0,0,0,NA,NA,NA,0,0,7.72,149.51,NA,NA,204,NA,13.07,NA,NA,NA,0,0,NA,0,0
1971,"Turkey",NA,NA,46.29,4.75,NA,NA,NA,0.16,0.04,NA,2.55,0.58,0,0,0,NA,NA,NA,0,0,8.95,172,NA,NA,204,NA,14.31,NA,NA,NA,0,0,NA,0,0
1972,"Turkey",NA,NA,50.69,5.04,NA,NA,NA,0.18,0.04,NA,3.39,0.77,0,0,0,NA,NA,NA,0,0,10.02,191.69,NA,NA,280,NA,15.86,NA,NA,NA,0,0,NA,0,0
1973,"Turkey",NA,NA,58.33,5.1,NA,NA,NA,0.2,0.04,NA,2.62,0.59,0,0,0,NA,NA,NA,0,0,12.43,239.06,NA,NA,281,NA,18.16,NA,NA,NA,0,0,NA,0,0
1974,"Turkey",NA,NA,60.24,5.53,NA,NA,NA,0.21,0.05,NA,3.36,0.76,0,0,0,NA,NA,NA,0,0,12.5,241.52,NA,NA,281,NA,18.83,NA,NA,NA,0,0,NA,0,0
1975,"Turkey",NA,NA,63.9,5.72,NA,NA,NA,0.22,0.05,NA,5.91,1.34,0,0,0,NA,NA,NA,0,0,13.44,260.39,NA,NA,281,NA,20.55,NA,NA,NA,0,0,NA,0,0
1976,"Turkey",NA,NA,71.05,6.01,NA,NA,NA,0.16,0.04,NA,8.37,1.9,0,0,0,NA,NA,NA,0,0,15.39,297.35,NA,NA,280,NA,23.34,NA,NA,NA,0,0,NA,0,0
1977,"Turkey",NA,NA,75.59,6.2,NA,NA,NA,0.22,0.05,NA,8.57,1.94,0,0,0,NA,NA,NA,0,0,16.62,323.24,NA,NA,311,NA,24.82,NA,NA,NA,0,0,NA,0,0
1978,"Turkey",NA,NA,72.16,6.36,NA,NA,NA,0.14,0.03,NA,9.34,2.11,0,0,0,NA,NA,NA,0,0,15.31,307.02,NA,NA,311,NA,23.81,NA,NA,NA,0,0,NA,0,0
1979,"Turkey",NA,NA,71.14,6.56,NA,NA,NA,0.14,0.03,NA,10.29,2.33,0,0,0,NA,NA,NA,0,0,14.72,294.53,NA,NA,311,NA,23.64,NA,NA,NA,0,0,NA,0,0
1980,"Turkey",NA,NA,72.42,6.79,NA,NA,NA,0.14,0.03,NA,11.35,2.57,0,0,0,NA,NA,NA,0,0,14.83,295.35,NA,NA,366,NA,24.22,NA,NA,NA,0,0,NA,0,0
1981,"Turkey",NA,NA,74.8,6.94,21.02,6.9,NA,0.11,0.02,NA,12.62,2.86,0,0,0,NA,NA,NA,0,0,15.42,308.03,NA,NA,366,NA,25.24,NA,NA,NA,0,0,NA,0,0
1982,"Turkey",NA,NA,81.15,7.69,21.83,7.17,NA,0,0,NA,14.16,3.21,0.04,0,0.03,NA,NA,NA,0,0,16.49,329.18,NA,NA,386,NA,27.42,NA,NA,NA,0,0,NA,0,0
1983,"Turkey",NA,NA,83.81,8.55,23.81,7.49,NA,0,0,NA,11.34,2.57,0.04,0,0.04,NA,NA,NA,0,0,16.25,324.93,NA,NA,466,NA,27.4,NA,NA,NA,0,0,NA,0,0
1984,"Turkey",NA,NA,91.3,9.87,29.97,8.84,NA,0.02,0.01,NA,13.43,3.04,0.04,0,0.03,NA,NA,NA,0,0,16.98,367.31,NA,NA,466,NA,29.93,NA,NA,NA,0,0,NA,0,0
1985,"Turkey",NA,NA,97.93,11.71,40,10.68,34.22,0.01,0,NA,12.05,2.73,0.05,0,0.04,NA,NA,NA,0,0,16.77,338.64,NA,NA,466,NA,31.25,NA,NA,NA,0,0,NA,0,0
1986,"Turkey",NA,NA,108.03,12.87,46.42,11.5,39.7,0.04,0.01,NA,11.87,2.69,0.42,0.04,0.38,NA,NA,NA,0,0,18.3,369.83,NA,NA,476,NA,34.25,NA,NA,NA,0,0,NA,0,0
1987,"Turkey",NA,NA,119.28,13.59,46.99,12.31,44.35,0.06,0.01,NA,18.62,4.21,0.52,0.05,0.47,NA,NA,NA,0,0,20.96,428.8,NA,NA,599,NA,39.25,NA,NA,NA,0,0,NA,0,0
1988,"Turkey",NA,NA,122.86,13.14,39.22,11.33,48.05,0.07,0.02,NA,28.96,6.55,1.19,0.11,1.07,NA,NA,NA,0,0,22.26,459.79,NA,NA,703,NA,43.03,NA,NA,NA,0,0,NA,0,0
1989,"Turkey",NA,NA,129.51,14.93,52.21,12.8,52.04,0.06,0.01,NA,17.95,4.06,3.15,0.31,2.84,NA,NA,NA,0,0,20.76,436.21,NA,NA,703,NA,42.6,NA,NA,NA,0,0,NA,0,0
1990,"Turkey",NA,NA,137.81,15.91,47.43,12.26,57.54,0.08,0.02,20.6,23.15,5.24,3.37,0.33,3.04,NA,NA,NA,0,0,22.04,462.08,NA,NA,703,NA,46.25,NA,NA,NA,0,0,NA,0,0
1991,"Turkey",NA,NA,143.97,17.07,46.11,11.88,60.25,0.12,0.03,NA,22.69,5.13,4.13,0.4,3.72,NA,NA,NA,0,0,22.03,461.06,NA,NA,708,NA,47.99,NA,NA,NA,0,0,NA,0,0
1992,"Turkey",NA,NA,148.29,16.99,51.43,12.2,67.34,0.12,0.03,NA,26.57,6.01,4.52,0.44,4.07,NA,NA,NA,0,0,23.28,487.93,NA,NA,713,NA,50.38,NA,NA,NA,0,0,NA,0,0
1993,"Turkey",NA,NA,155.17,15.75,48.56,11.72,73.81,0.13,0.03,NA,33.96,7.68,4.95,0.48,4.46,NA,NA,NA,0,0,26.82,563,NA,NA,713,NA,54.74,NA,NA,NA,0,0,NA,0,0
1994,"Turkey",NA,NA,152.83,15.84,54.37,12.11,78.32,0.13,0.03,NA,30.59,6.92,5.25,0.51,4.73,NA,NA,NA,0,0,25.73,543.68,NA,NA,713,NA,53.25,NA,NA,NA,0,0,NA,0,0
1995,"Turkey",NA,NA,166.72,16.51,55.07,12.11,86.25,0.31,0.07,20.4,35.55,8.04,6.79,0.66,6.11,NA,NA,NA,0,0,28.34,600.41,NA,NA,713,NA,59.08,NA,NA,NA,0,0,NA,0,0
1996,"Turkey",NA,NA,181.4,18.59,56.36,12.28,94.86,0.26,0.06,NA,40.49,9.16,7.91,0.76,7.12,NA,NA,NA,0,0,29.67,624.64,NA,NA,713,NA,64.6,NA,NA,0,0,0,NA,0,0
1997,"Turkey",NA,NA,194.92,20.77,59.93,13.13,102,0.38,0.09,NA,39.01,8.83,9.72,0.94,8.75,NA,NA,NA,0,0,30.01,636.95,NA,NA,713,NA,68.44,NA,NA,0,0,0,9,0,0
1998,"Turkey",NA,NA,198.21,21.55,67.38,13.95,110.9,0.34,0.08,NA,42.21,9.55,10.27,0.99,9.24,NA,NA,NA,0,0,29.7,634.63,NA,NA,713,NA,70.12,NA,NA,0,0,0,9,0.01,0
1999,"Turkey",NA,NA,195.35,20.02,67.04,13.29,116.59,0.29,0.06,NA,34.68,7.85,12.38,1.2,11.14,NA,NA,NA,0,0,29.29,625.8,NA,NA,713,NA,68.37,NA,NA,0,0,0,9,0.02,0
2000,"Turkey",NA,NA,214.72,22.45,63.27,13.37,124.92,0.3,0.07,20.4,30.88,6.99,14.57,1.41,13.11,NA,NA,NA,0,0,30.96,666.3,NA,NA,713,NA,73.58,NA,NA,0,0,0,19,0.03,0.01
2001,"Turkey",NA,NA,198.67,18.44,62.1,13.17,122.72,0.32,0.07,20.4,24.02,5.43,16.03,1.55,14.42,NA,NA,NA,0,0,29.9,636.96,NA,NA,713,NA,68.28,NA,NA,0,0,0,19,0.06,0.01
2002,"Turkey",NA,NA,207.35,19.27,53.98,11.49,129.4,0.28,0.06,20.4,33.72,7.63,17.38,1.68,15.64,NA,NA,NA,0,0,30.72,648.64,NA,NA,713,NA,73.34,NA,NA,0,0,0,19,0.05,0.01
2003,"Turkey",NA,NA,220.74,20.67,48.56,10.43,140.58,0.2,0.05,20.4,35.33,7.99,20.94,2.03,18.84,NA,NA,NA,0,0,30.83,649.07,NA,NA,713,NA,78.4,NA,NA,0,0,0,20,0.06,0.01
2004,"Turkey",NA,NA,228.11,21.78,46.38,10.08,150.7,0.2,0.04,20.4,46.08,10.43,22.11,2.13,19.9,NA,NA,NA,0,0,31,660.39,NA,NA,693,NA,83.15,NA,NA,0,0,0,20,0.06,0.01
2005,"Turkey",NA,NA,238.63,21.84,58.34,12.59,161.96,0.22,0.05,20.4,39.56,8.95,26.86,2.6,24.18,NA,NA,NA,0,0,31.07,665.45,NA,NA,613,NA,86.1,NA,NA,0,0,0,20,0.06,0.01
2006,"Turkey",NA,NA,267.67,25.91,64.25,13.68,176.3,0.24,0.06,27.8,44.24,10.01,30.49,2.95,27.44,NA,NA,NA,0,0,32.78,697.69,NA,NA,613,NA,96.23,NA,NA,0,0,0,50,0.13,0.03
2007,"Turkey",NA,NA,293.49,28.86,75.36,16.04,191.56,0.37,0.08,27.8,35.85,8.11,36.06,3.49,32.45,NA,NA,NA,0,0,33.55,717.5,NA,NA,613,NA,103.14,NA,NA,0,0,0,147,0.35,0.08
2008,"Turkey",NA,NA,293.29,29.18,79.4,16.84,198.42,0.38,0.09,34.6,33.27,7.53,37.5,3.62,33.75,NA,NA,NA,0,0,32.08,684.39,NA,NA,613,NA,102.81,NA,NA,0,0,0,363.65,0.85,0.19
2009,"Turkey",NA,NA,295.77,30.44,79.5,17.07,194.81,0.78,0.18,81.6,35.96,8.14,35.7,3.45,32.13,NA,NA,NA,0,0,32.5,706.92,NA,NA,613,NA,103.72,NA,NA,0,0,0,791.6,1.5,0.34
2010,"Turkey",NA,NA,302.23,30.86,73.4,15.79,211.21,1.13,0.25,94.2,51.8,11.72,39,3.77,35.1,NA,NA,NA,0,0,31.79,693.5,NA,NA,613,NA,110.38,NA,NA,0,0,0,1320,2.92,0.66
2011,"Turkey",NA,NA,320.96,33.09,76.12,16.29,229.4,1.16,0.26,114.2,52.34,11.84,44.71,4.33,40.24,NA,NA,NA,0,0,31.09,672.34,NA,NA,613,NA,117.59,NA,NA,0,0,0,1728.7,4.72,1.07
2012,"Turkey",NA,NA,333.71,35.75,72.04,15.35,239.5,1.62,0.37,114.2,57.87,13.09,45.25,4.37,40.73,NA,NA,NA,0,0,31.43,677.64,NA,NA,613,NA,122.69,NA,NA,9,0,0,2260.55,5.86,1.33
2013,"Turkey",NA,NA,328.77,32.99,61.67,13.24,239.31,2.22,0.5,226.2,59.27,13.41,45.64,4.42,41.08,NA,NA,NA,0,0,33.12,713.84,NA,NA,613,NA,122.79,NA,NA,15,0,0,2759.65,7.49,1.7
1965,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,"Turkmenistan",NA,NA,33.91,0.32,NA,NA,10.99,0,0,NA,0.61,0.14,8.38,0.81,7.54,75.29,7.28,67.76,0,0,4.86,95.56,6.78,142.22,NA,NA,12.86,NA,NA,NA,0,0,NA,0,0
1986,"Turkmenistan",NA,NA,40.83,0.32,NA,NA,12.4,0,0,NA,0.11,0.02,13.57,1.31,12.22,76.65,7.42,68.99,0,0,3.54,69.64,6.56,137.57,NA,NA,16.1,NA,NA,NA,0,0,NA,0,0
1987,"Turkmenistan",NA,NA,40.62,0.32,NA,NA,13.27,0,0,NA,0.8,0.18,13.48,1.3,12.14,79.73,7.71,71.76,0,0,3.53,69.64,6.47,135.43,NA,NA,16.17,NA,NA,NA,0,0,NA,0,0
1988,"Turkmenistan",NA,NA,40.81,0.28,NA,NA,12.89,0,0,NA,1,0.23,13.66,1.32,12.3,79.91,7.71,71.92,0,0,3.53,69.48,5.72,120.1,NA,NA,16.33,NA,NA,NA,0,0,NA,0,0
1989,"Turkmenistan",NA,NA,41.94,0.32,NA,NA,14.51,0,0,NA,0.11,0.02,14.12,1.37,12.71,81.36,7.87,73.22,0,0,3.53,69.69,5.75,121.03,NA,NA,16.58,NA,NA,NA,0,0,NA,0,0
1990,"Turkmenistan",NA,NA,35.7,0.37,NA,NA,14.61,0,0,NA,0.7,0.16,9.51,0.92,8.56,79.46,7.69,71.51,0,0,4.61,93.35,5.7,119.52,NA,NA,13.69,NA,NA,NA,0,0,NA,0,0
1991,"Turkmenistan",NA,NA,36.8,0.32,NA,NA,14.9,0,0,NA,0.7,0.16,9.32,0.9,8.39,76.29,7.38,68.66,0,0,5.16,103.83,5.4,113.1,NA,NA,14.02,NA,NA,NA,0,0,NA,0,0
1992,"Turkmenistan",NA,NA,37.95,0.14,NA,NA,13.1,0,0,NA,0,0,9.05,0.87,8.15,54.39,5.25,48.95,0,0,5.95,116.11,5.2,108.8,NA,NA,14.24,NA,NA,NA,0,0,NA,0,0
1993,"Turkmenistan",NA,NA,28.6,0,NA,NA,12.64,0,0,NA,0.01,0,9.05,0.88,8.15,59.1,5.72,53.19,0,0,3.08,63.99,4.38,91.6,NA,NA,11.23,NA,NA,NA,0,0,NA,0,0
1994,"Turkmenistan",NA,NA,30.35,0,NA,NA,10.5,0,0,NA,0,0,9.86,0.95,8.88,32.31,3.13,29.08,0,0,3.09,64.97,4.19,86.61,NA,NA,11.97,NA,NA,NA,0,0,NA,0,0
1995,"Turkmenistan",NA,NA,25.2,0,NA,NA,9.8,0,0,NA,0,0,7.78,0.75,7,29.23,2.83,26.31,0,0,2.85,59.4,4.07,83.86,NA,NA,9.86,NA,NA,NA,0,0,NA,0,0
1996,"Turkmenistan",NA,NA,30.77,0.05,NA,NA,10.1,0,0,NA,0.01,0,9.68,0.93,8.71,31.85,3.07,28.67,0,0,3.3,68.82,4.36,89.66,NA,NA,12.06,NA,NA,NA,0,0,NA,0,0
1997,"Turkmenistan",NA,NA,30.66,0,NA,NA,9.4,0,0,NA,0.01,0,9.77,0.95,8.8,15.66,1.51,14.09,0,0,3.26,68.91,5.37,108.35,NA,NA,12.06,2.37,NA,NA,0,0,NA,0,0
1998,"Turkmenistan",NA,NA,31.54,0,NA,NA,9.1,0,0,NA,0.01,0,9.95,0.96,8.96,12.04,1.16,10.83,0,0,3.42,74.51,6.37,128.64,NA,NA,12.38,2.26,0.55,NA,0,0,NA,0,0
1999,"Turkmenistan",NA,NA,34.49,0,NA,NA,9,0,0,NA,0.01,0,10.95,1.06,9.86,20.63,2,18.57,0,0,3.7,80.51,7.06,142.64,NA,NA,13.55,2.33,0.55,NA,0,0,NA,0,0
2000,"Turkmenistan",NA,NA,38.1,0,NA,NA,9.85,0,0,NA,0.01,0,12.22,1.18,11,42.53,4.1,38.28,0,0,4,87.13,7.16,144.92,NA,NA,15,2.33,0.55,NA,0,0,NA,0,0
2001,"Turkmenistan",NA,NA,38.07,0,NA,NA,11.15,0,0,NA,0,0,12.49,1.21,11.24,46.43,4.49,41.78,0,0,3.8,84.09,8.02,162.74,NA,NA,15.04,2.33,0.55,NA,0,0,NA,0,0
2002,"Turkmenistan",NA,NA,40.5,0,NA,NA,11.2,0,0,NA,0,0,12.85,1.24,11.57,48.42,4.68,43.57,0,0,4.35,95.98,9.01,182.67,NA,NA,15.91,2.33,0.55,NA,0,0,NA,0,0
2003,"Turkmenistan",NA,NA,45.25,0,NA,NA,10.8,0,0,NA,0,0,14.21,1.37,12.79,53.47,5.17,48.12,0,0,4.96,109.65,10,202.79,NA,NA,17.75,2.33,0.55,NA,0,0,NA,0,0
2004,"Turkmenistan",NA,NA,47.35,0,NA,NA,11.43,0,0,NA,0,0,15.02,1.45,13.52,52.76,5.09,47.48,0,0,5.08,111.8,9.6,193.92,NA,NA,18.6,2.33,0.55,NA,0,0,NA,0,0
2005,"Turkmenistan",NA,NA,49.76,0,NA,NA,12.82,0,0,NA,0,0,16.11,1.56,14.5,57.01,5.52,51.31,0,0,5.12,112.95,9.5,192.83,NA,NA,19.62,2.33,0.55,NA,0,0,NA,0,0
2006,"Turkmenistan",NA,NA,54.11,0,NA,NA,13.65,0,0,NA,0,0,18.37,1.78,16.53,60.36,5.84,54.33,0,0,4.98,108.95,9.2,186.83,NA,NA,21.51,2.33,0.6,NA,0,0,NA,0,0
2007,"Turkmenistan",NA,NA,60.95,0,NA,NA,14.88,0,0,NA,0,0,21.27,2.06,19.14,65.43,6.33,58.89,0,0,5.21,114.72,9.8,198.83,NA,NA,24.35,2.33,0.6,NA,0,0,NA,0,0
2008,"Turkmenistan",NA,NA,60.03,0,NA,NA,15.04,0,0,NA,0,0,20.54,1.98,18.49,66.06,6.37,59.46,0,0,5.41,118.93,10.3,208.26,NA,NA,23.9,7.34,0.6,NA,0,0,NA,0,0
2009,"Turkmenistan",NA,NA,57.97,0,NA,NA,15.98,0,0,NA,0,0,19.93,1.93,17.94,36.38,3.52,32.74,0,0,5.16,110.15,10.4,210.83,NA,NA,23.1,7.34,0.6,NA,0,0,NA,0,0
2010,"Turkmenistan",NA,NA,65.39,0,NA,NA,16.66,0,0,NA,0,0,22.62,2.19,20.36,42.35,4.1,38.12,0,0,5.73,122.58,10.7,216.83,NA,NA,26.09,10.16,0.6,NA,0,0,NA,0,0
2011,"Turkmenistan",NA,NA,67.74,0,NA,NA,17.22,0,0,NA,0,0,23.39,2.26,21.05,59.55,5.76,53.59,0,0,5.96,130.2,10.7,216.83,NA,NA,27.01,17.48,0.6,NA,0,0,NA,0,0
